title,lyric,themes,reference,url
"Freely, Freely",Chorus He said freely freely You have received Freely freely give Go in My name And because you believe Others will know that I live Verse 1 God forgave my sin in Jesus' name I've been born again in Jesus' name And in Jesus' name I come to you To share His love as He told me to Verse 2 All pow'r is giv'n in Jesus' name In earth and heav'n in Jesus' name And in Jesus' name I come to you To share His pow'r as He told me to,['Missions'],['Matt 10.8'],https://www.worshiptogether.com/songs/freely-freely/
From The Very Start,Verse 1 Before there was time Long before sunsets You planned for us all To be free Verse 2 Before all the stars Were given their brightness You purposed our souls For Your glory Chorus From the very start You held my heart Verse 3 Long before sin You thought of redemption To cover us in Jesus’ blood Verse 4 Buried with Christ We rise as Your children Brought to the light By the Son Bridge Your love was there Your hope was there Your grace was there Always Your love was there Your hope was there Your grace was there All along,['Peace & Hope'],"['Ps 139.13', 'Jer 1.5', 'Eph 1.4']",https://www.worshiptogether.com/songs/from-the-very-start/
Get Down,Pre-Chorus 1 To live your life You've got to lose it And all the losers get a crown Chorus I get down He lifts me up I get down He lifts me up I get down He lifts me up I get down Verse 1 Lavishly our lives are wasted Humbleness is left untasted You can't live your life To please yourself That's a tip from my mistake Exactly what it doesn't take To win you've gotta come In last place Verse 2 All I need's another day Where I can't seem to get away From the many things That drag me down I'm sure you've had a day like me When nothin' seems to set you free From the burdens you can't carry all alone yeah Pre-Chorus 2 In your weakness He is stronger In your darkness He shines through When you're cryin' He's your comfort When you're all alone He's carryin' you Chorus 2 I get down He lifts me up I get down He lifts me up I get down He lifts me up I get down I get down He lifts me up I get down He lifts me up I get down He lifts me up Ev'ry time I'm down The Lord lifts me up Bridge This valley is so deep I can barely see the sun I cry out for mercy Lord And You lift me up again Interlude I get down I get down I get down I get down,['Grace & Mercy'],['Mark 10.31'],https://www.worshiptogether.com/songs/get-down/
Give Us Clean Hands,"Verse We bow our hearts, we bend our knees Oh Spirit come and make us humb le We turn our eyes from evil things Oh Lord we cast down our idols Chorus Give us clean hands Give us pure hearts Let us not lift our souls to an other (Repeat) Bridge And O God, let us be A generation that seeks That seeks Your face O God of Jacob (Repeat)",['Prayer & Renewal'],['Ps 24.3-6'],https://www.worshiptogether.com/songs/give-us-clean-hands/
Gloria,"Verse 1 The skies are filled with Your glory The oceans mirror Your grace How deep, how high, how wonderful You are The earth is telling Your mystery The heavens singing Your praise How deep, how high, how wonderful You are, You are We're living to tell Your story now Your glory and grace O God Chorus Gloria, Gloria! Heaven and earth sing how great You are Gloria, Gloria! To You evermore Verse 2 The nails, the thorns, and the offering As You surrendered Your breath How deep, how high, how wonderful You are Now we're becoming an offering Singing with every last breath How deep, how high, how wonderful You are, You are Bridge Yours is the kingdom, and the power, and the glory Yours is the anthem, and the honor, and the story",['Adoration & Praise'],['Rev 5.13'],https://www.worshiptogether.com/songs/gloria-matt-redman/
Glorious,Intro (2x) Verse 1 Look inside the myst'ry See the empty cross See the risen Savior Victorious and strong No one else above Him None as strong to save He alone has conquered The power of the grave Chorus 1 Glorious My eyes have seen the glory of the Lord Glorious He stands above the rulers of the earth Glorious glorious Lord You are glorious Verse 2 Look beyond the tombstone See the living God See the resurrected Ruler of my heart No one else above Him None to match His worth The hope of His returning Fills the universe,"['Adoration & Praise', 'Resurrection & Sacrifice']","['Luke 24.5-6', 'Acts 1.10']",https://www.worshiptogether.com/songs/glorious-brenton-brown/
Glory In The Highest,"Verse 1 You are the first, You go before You are the last, Lord You're the encore Your name's in lights for all to see The starry host declare Your glory Chorus 1 Glory in the highest Glory in the highest Glory in the highest Verse 2 Apart from You there is no God Light of the world, the bright and morning star Your name will shine for all to see You are the one, You are my glory (REPEAT CHORUS) Bridge And no one else could ever com pare to You, Lord All the earth together de clare Chorus 2 Glory in the highest Glory in the highest Glory in the high est to You Lord Chorus 2 All the earth will sing Your praise The moon and stars, the sun and rain Every nation will proclaim That You are God and You will reign Glory, glory Hallelujah Glory, glory to You Lord Glory, glory Hallelujah , Hallelujah","['Adoration & Praise', 'Christmas']",['Luke 2.14'],https://www.worshiptogether.com/songs/glory-in-the-highest/
Oh The Glory Of His Presence,Chorus O the glory of Your presence We Your temple give You rev'rence Come and rise from Your rest And be blessed by our praise As we glory in Your embrace As Your presence now fills this place Verse 1 Jesus all-glorious Create in us a temple Called as living stones Where You're enthroned As You rose from death in pow'r So rise within our worship Rise upon our praise And let the hand that saw You raised Clothe us in Your glory Draw us by Your grace Ending Come and rise from Your rest And be blessed by our praise As we glory in Your embrace As Your presence now fills this place This holy place,['Church & Unity'],['1 Cor. 3.16'],https://www.worshiptogether.com/songs/oh-the-glory-of-his-presence/
Go,"Verse 1 we are the sons and daughters children of a Holy Father called from the dark for purpose His Spirit living in us we are the ones to carry the truth of a greater story of life and love and freedom go now tell everyone Pre-Chorus this is a call now everybody follow go tell the world that Jesus reigns go the broken, go to the helpless go set the captive free Chorus come one come all come young come old come everyone Verse 2 good news for the brokenhearted for the ones who mourn in darkness God gives relief and gladness beauty for piles of ashes come now from every nation come join this celebration the center of our praises King Jesus our salvation","['Grace & Mercy', 'Missions']",['Mark 16.15'],https://www.worshiptogether.com/songs/go-stanfill/
God Is Alive,Capo 2 Intro Verse Let the darkness flee It's got no power over me I have been set free God is alive Death where is your sting Sin has got no hold on me I am free in deed God is Alive Pre-Chorus We've been redeemed so rise and sing Chorus 1 Everyone glorify the risen Son The Holy One has overcome Jesus is alive The enemy is broken under neath His feet Death is crushed in victory Jesus is alive Jesus is alive (REPEAT INTRO) Verse 2 Let us wake and rise Lift your voices life your eyes We're gonna shout we're gonna shake the skies God is alive We've been redeemed so rise and sing Bridge The empty grave is singing now it's shouting out: He is alive He is alive And we are free The empty grave is singing now it's shouting out: He is alive He is alive And we are free We've been redeemed so rise and sing,"['Adoration & Praise', 'Resurrection & Sacrifice']","['Luke 24.6-7', 'Acts 4.33']",https://www.worshiptogether.com/songs/god-is-alive-fee/
God Is In The House,Verse As for me God came and found me As for me He took me home As for me He gave me a family And I'll never walk alone In my life I'm soaked in blessing And in heaven there's a great reward As for me and my house We're gonna serve the Lord Chorus I've got Jesus Jesus He calls me for His own And He lifts me lifts me Above the world I know God is in the house There is no doubt God is in the house Can't keep Him out As for you as for me We're gonna serve the Lord,"['Adoration & Praise', 'Commitment & Dedication']",['Josh 24.15'],https://www.worshiptogether.com/songs/god-is-in-the-house/
God Of All,"Chorus God of all, we come to praise You. We lift Your name on high in all the earth. God of all, we come to praise You. We lift Your name on high in all the earth. Verse 1 God of glory, God of majesty, God of mercy, we lift Your name on high. God of all, God of all. Verse 2 God of holiness, God of righteousness, God of heaven, we lift Your name on high; God of all, God of all.",['Gods Attributes'],"['Ps 29.1-4', '1 Chron 29.10-11']",https://www.worshiptogether.com/songs/god-of-all/
God Is Able,"Verse 1 God is able, He will never fail He is Almighty God Greater than all we seek Greater than all we ask He has done great things Chorus 1 Lifted up He defeated the grave Raised to life our God is able In His Name we over come For the Lord our God is able Verse 2 God is with us God is on our side He will make a way Far above all we know Far above all we hope He has done great things (Repeat Chorus) Bridge God is with us He will go before He will never leave us He will never leave us God is for us He has open arms He will never fail us He will never fail us (Repeat Chorus) Ending For the Lord our God is able For the Lord our God is able","['Commitment & Dedication', 'Faith & Trust', 'Peace & Hope', 'Suffering & Trials']",['Eph 3.20-21'],https://www.worshiptogether.com/songs/god-is-able-hillsong-worship/
God Of Grace,Verse 1 God of grace amazing wonder Irresistible and free Oh the miracle of mercy Jesus reaches down to me God of grace I stand in wonder As my God restores my soul His own blood has paid my ransom Awesome cost to make me whole Verse 2 God of grace who loved and knew me Long before the world began Sent my saviour down from heaven Perfect God and perfect man God of grace I trust in Jesus I'm accepted as His own Every day new grace sustains me As I lean on Him alone Verse 3 God of grace I stand astounded Cleansed forgiven and secure All my fears are now confounded And my hope is ever sure God of grace now crowned in glory Where one day I'll see Your face And forever I'll adore You In Your everlasting grace,['Grace & Mercy'],['Rom 3.21-24'],https://www.worshiptogether.com/songs/god-of-grace/
God Of Brilliant Lights,"Verse 1 Sing it out, shout it loud, cover all the earth Let the sound of the saints everywhere be heard Praise the God who has come to cure every broken heart Verse 2 He is Lord over all; His reign will never end Through the fire and the flood, He draws His children in He's the light of the world brighter than the brightest star Chorus The God of brilliant lights is shining down over us Breaking through the darkness, covering all the earth Oh , His love is like an ocean Oh , for ever over flowing The God of brilliant lights is shining over us Verse 3 Sinners come to the cross and lay your troubles down At the foot of the One whose mercy will abound He's not afraid of our filth He will never turn away Bridge He's shining over us Like the morning rises God, your light is shining Shining over us","['Adoration & Praise', 'Faith & Trust', 'Peace & Hope']","['1 Tim 6.16', 'Matt 5.13-16']",https://www.worshiptogether.com/songs/god-of-brilliant-lights/
God Of Nations,"Verse 1 God of all nations, Lord of creation It’s in the bonds of love we meet We come together at Your feet Equal in Your sight, Made one by Your might You’ve called us to restore Your lands And place them back within Your hands Chorus So tonight, be glorifi ed Be magnified, as every nation lifts You high Oh, Father tonight, it’s our desire To see Your kingdom shine On earth as in Heaven tonight Verse 2 God of all nations, Lord of creation Your purpose is our hope, our bread All You’ve planned and all You’ve said Lord of the heavens, Lord of the ages The church You build shall never fail No gate or border will prevail Bridge Tonight, be glorifi ed Lifted up high, it’s our desire So tonight, be glorifi ed Lifted up high, it’s our desire Oh, Father, tonight, it’s our desire You’re magnified, lifted up high",['Gods Attributes'],['Ps 86.9'],https://www.worshiptogether.com/songs/god-of-nations/
Amen,"Verse 1 Now to Him who died and was raised to life To the one true God, our Lord Jesus Christ Be thanks and praise now and for always All God's people said, “A men” Verse 2 Let the light of Christ rest upon each face Fan the spark of hope into holy faith Until all the earth knows Your saving ways All God's people said, “A men” Chorus A men, a men God is with us, Heaven reigns And Your rule will know no end All God’s people said, “A men” Verse So to Him who reigns over everything Who can do far more than we ask or think Take each precious life and be glorified All God's people said, “A men” REPEAT CHORUS Bridge All the wisdom, all the power Through the tempest and the trial Our sal vation, now and always Is that Jesus Christ is Lord REPEAT CHORUS Tag All God’s people said, “Amen”",['Adoration & Praise'],"['Job 12.13', 'Ps 93.1', 'Ps 146.10']",https://www.worshiptogether.com/songs/amen-brenton-brown/
Whole Heart,"Intro |2X| Verse 1 I once was captive by the enemy He had me thinking I was out of reach O Jesus, mercy shut his mouth Verse 2 I once was crippled by the weight of shame Em barrassed, I couldn’t even show my face O Jesus, then I heard You speak Chorus Your love It comes with no con ditions You give us Your who le hea rt My hope Is in the blood of Jesus I know who I am Because of who You are Instrumental Verse 3 I hear you calling me beyond my sin You tell me that grace has taken care of it O Jesus, You’re my victo ry O Jesus, You’re my victo ry REPEAT Chorus Instrumental Bridge 1 I serve a King with good in tentions God, You will never Turn Your back on me How could a wretch become Your treasure The love of God Has changed my destiny Bridge 2 I serve a King with good in tentions God, You will never Turn Your back on me How could a wretch become Your treasure The love of God Has changed my destiny Chorus |2X| Outro","['Adoration & Praise', 'Gods Attributes']","['1 John 4.9-11', 'Jer 31.3', 'Titus 3.4-5']",https://www.worshiptogether.com/songs/whole-heart-passion/
Sing of Your Love - Brenton Brown,"Intro Verse 1 You say that I am worthy You say that I am loved Deserving of the mercy Poured out upon the cross You say that I am wanted You loved me from the start With love that moves the mountains Your love has won my heart Chorus I will sing of Your love for ever Sing of Your love for ever Sing of Your faithful love, Jesus I will sing of Your love for ever Sing of Your love for ever Sing of Your faithful love Verse 2 The highest king of Heaven You laid Your glory down And You became a servant To crown me with Your crown One day my eyes will see You And know You as I’m known And with the host of heaven I’ll bow before Your throne REPEAT CHORUS Bridge And You ma de me cause You lo ve me And You sa ved me cause You lo ve me You were ra ised because You lo ve me And I'll pr aise You, I will pr aise Yo u Instrumental REPEAT INSTRUMENTAL Let the praises rise, let us lift our eyes To the one who draws us near Let the praises rise, let us lift our eyes For the living God is here Instrumental Verse 3 The highest king of Heaven You laid Your glory down And You became a servant To crown me with Your crown The highest king of Heaven You laid Your glory down And You became a servant To crown me with Your crown REPEAT CHORUS Tag I will sing of Your love for ever Sing of Your love for ever Sing of Your faithful love",['Adoration & Praise'],['Ps 89.1'],https://www.worshiptogether.com/songs/sing-of-your-love-brenton-brown/
Peace,"Intro Verse 1 You will stay true Even when the lies come Your Word remains truth Even when my thoughts don't line up I will stand tall On each promise You made Let the rest fade away Chorus 1 There's a peace far be yond our under standing May it ever set my heart at ease Dare an xiety come I’ll re member That peace is a promise You keep Peace is a promise You keep Verse 2 You will stay true Even in the chaos Your Word remains truth Even when my mind wreaks havoc I will be still For I’ve known all a long My Je hovah Shalom Chorus 2 There's a peace far be yond our under standing May it ever set my heart at ease What an xiety fails to re member Is peace is a promise You keep Peace is a promise You keep Instrumental 2X Bridge 1 You are peace to the restless soul Peace when my thoughts wage war Peace to the anxious heart That’s who You are That’s who You are Bridge 2 You are peace when my fear takes hold Peace when I feel en closed Peace when I lose control That’s who You are That’s who You are Chorus 3 I've found peace far be yond our under standing Let it flow when my mind’s under siege All an xiety bows in the presence Of Jesus, the keeper of peace peace is a promise He keeps","['Peace & Hope', 'Suffering & Trials']","['Phil 4.7', '1 Pet 5.7', 'Ps 29.11']",https://www.worshiptogether.com/songs/peace-hillsong-young-and-free/
Do The Impossible,"Intro Verse 1 We bring to You all of our brokenness We bring to You all of our need With nothing but faith in Your faithfulness God we be lieve Verse 2 Lord we proclaim You are powerful Nothing's outside of Your hand With all of our hope in Your pro mises God, here we stand Here we stand Chorus 1 Do the im possi ble Pour out Your mira cles Let Your glory fall on us Let Your glory fall on us Verse 3 Healer, Redeemer, Victorious Savior that breaks every chain We're here for you And You are here for us Now and al ways REPEAT Chorus 1 Chorus 2 Do the im possi ble There's no name more power ful Let Your glory fall on us Let Your glory fall on us Bridge Every struggle Every stronghold Every loss will be re deemed What could ever Stand a gainst You? All will bow be fore the King REPEAT Chorus 1 REPEAT Chorus 2 REPEAT Bridge Outro","['Faith & Trust', 'Suffering & Trials']","['Matt 19.26', 'Jer 32.17']",https://www.worshiptogether.com/songs/do-the-impossible-travis-cottrell/
Abide With Me,"Intro Verse 1 When You a bide with me, I fear no foe No bitter tears could ever shake my soul Though arr ows fly, though terror reigns I will not fear for You a bide with me Verse 2 When You a bide with me, my worries bow You are my Comforter in every hour Though sorr ows rise like raging seas I will not fear for You abide with me Chorus Never for saken, my strength will ever be Found in the hope that's taken hold of me Through light and darkness, my soul will sing For You abide with me Verse 3 When You a bide with me, my heart finds rest My life is hidden in Your righteous ness Hell has no power, death has no sting And I will not fear for You a bide with me Instrumental REPEAT Chorus Verse 4 When You a bide with me, I over come Through flood and fire, the victory's won I stand se cure in joy and peace For ev er Yours for You a bide with me For ever Yours for You a bide with me Outro","['Faith & Trust', 'Gods Attributes', 'Grace & Mercy']",['John 15.1-8'],https://www.worshiptogether.com/songs/abide-with-me-travis-cottrell/
Crowned,Intro Verse 1 We’re not ashamed of the Gospel of Christ It’s the power of God to save It’s the beauty of God that brings the dead back to life and we are not a shamed Chorus Once for all you died Gave yourself and laid it down Took your cross cruci fied Conquered death and took your crown Once for all once for all Once for all once for all Turn Verse 2 We’ll carry your light to the ones in the dark It's the power of God to save It’s the beauty of God that brings the dead back to life and we are not ashamed REPEAT CHORUS Bridge We we are not ashamed it’s the power of God We we are not ashamed it’s the power of God REPEAT BRIDGE REPEAT CHORUS Tag We we are not ashamed,"['Commitment & Dedication', 'Faith & Trust', 'Peace & Hope', 'Easter']",['Rom 1.16-17'],https://www.worshiptogether.com/songs/crowned/
Day After Day,Chorus So keep my heart pure And my ways true As I follow You Keep me humble I'll stay mindful Of Your mercies Lord Verse 1 Day after day I'll search to find You Day after day I'll wait for You The deeper I go The more I love Your name Verse 2 I'll cherish Your word I'll seek Your presence I'll chase after You With all I have As one day I know I'll see You face to face,['Commitment & Dedication'],['Ps 119.13-14'],https://www.worshiptogether.com/songs/day-after-day-tim-hughes/
Create In Me,"Chorus Create in me a clean, clean heart Create in me a work of art Create in me a miracle Something real and something beautiful Channel You're not finished with me yet You're not finished with me yet By your power I can change, I can change ‘Cos you're not finished with me yet","['Faith & Trust', 'Grace & Mercy', 'Peace & Hope', 'Prayer & Renewal']",['Ps 51.10'],https://www.worshiptogether.com/songs/create-in-me-rend-collective/
Dead Things To Life,"Capo 4 (B) Verse 1: Though I have nothing, my life is an offering, I lay me down. Steady my heart, Lord, in suff'ring and sorrow I lay me down. Pre-Chorus: When lost in the shadows, re mind me of Your promi ses. I’m holding onto the breaking of the dawn when Your light shines through. Chorus: I breathe in Your breath My heart is at rest You're bringing the dead things to life You're bringing the dead things to life Verse 2: You turn the tables, I know You are able, Your will be done. Give strength for today, would You guide my tomorrow, Your will be done. Bridge: Out of the ruins, You're making me whole The Giver of Life is awakening hope. I lift my eyes to see Your faithfulness, So take courage my soul, take courage my soul","['Commitment & Dedication', 'Faith & Trust', 'Gods Attributes', 'Suffering & Trials']","['Col 3.3', 'Ezek 36.26-28']",https://www.worshiptogether.com/songs/dead-things-to-life-worship-central/
Great In All The Earth,Verse 1 The world is Yours and everything in it It's all at Your command There is no end to Your domain The planets shake the galaxies tremble They turn within Your hands There is no end to Your domain No height or depth You don't sustain Chorus Great in all the earth is Your glory oh God The universe declares how amazing You are Over history and eternity You alone are Lord and King Verse 2 The world is Yours And everything in it It's all at Your command There is no end To Your domain No height or depth You don't sustain,"['Adoration & Praise', 'Missions']",['Ps 89.11'],https://www.worshiptogether.com/songs/great-in-all-the-earth/
Great In Power,Verse 1 Praise Him you heavens And all that's above Praise Him you angels And heavenly hosts Let the whole earth Praise Him Chorus 1 Great in power Great in glory Great in mercy King of Heaven Great in battle Great in wonder Great in Zion King over all the earth Verse 2 Praise Him the sun moon And bright shining stars Praise Him you heavens And waters and skies Let the whole earth Praise Him,['Gods Attributes'],"['Ps 148.1-3', 'Ps 47.2']",https://www.worshiptogether.com/songs/great-in-power/
Great Is The Lord,Verse 1 If all I've done At last should come to nothing And all I love like sand Be washed away Still I will sing of Your unfailing glory On bended knee I'll lift my voice and say Chorus Great is the Lord Great is Your name Till my last breath I will proclaim Great is the Lord Great is Your name I give my life to sing Your praise Verse 2 If You should speak Or should remain in silence Should give me light Or lead me through the dark Whatever the cost whatever joy or sorrow I'll worship still because of who You are (Repeat Chorus) Bridge When death becomes The end of all my labors And Christ alone my rest and reward May all I've done be one enduring echo Resounding on to shout Great is the Lord,"['Adoration & Praise', 'Faith & Trust']","['Ps 47.2', 'Ps 96.4']",https://www.worshiptogether.com/songs/great-is-the-lord-starfield/
Supernatural,"Verse 1 These are the days when We can see miracles Your wonders everywhere Here is my life Lord You can use me To show the world You care Pre-Chorus You made me, You saved me Lord You called me, and gave me Jesus Chorus Supernatural, supernatural God All things are possible Supernatural, supernatural God I'm gonna praise You Verse 2 You are my healer And my salvation, thank you for your grace Your name is higher Than any other, greatly to be praised (Repeat Pre-Chorus & Chorus) Bridge We can see miracles We can see miracles Copyright © 2006 Hillsong Publishing (APRA) (adm. in the US and Canada at EMICMGPublishing.com) All rights reserved. Used by permission.","['Adoration & Praise', 'Gods Attributes']",['Matt 19.26'],https://www.worshiptogether.com/songs/supernatural-hillsong-kids/
O Come O Come Emmanuel,Verse 1 O come O come Emmanuel And ransom captive Israel That mourns in lowly exile here Until the Son of God appear Verse 2 O come Thou Dayspring come and cheer Our spirits by Thine advent here Disperse the gloomy clouds of night And death's dark shadows put to flight Chorus Rejoice rejoice Emmanuel Shall come to thee O Israel Rejoice rejoice Emmanuel Shall come to thee O Israel rejoice Ending O come O come Emmanuel Ransom captive Israel Jesus come,['Christmas'],['Matt 1.23'],https://www.worshiptogether.com/songs/o-come-o-come-emmanuel-steven-curtis-chapman/
"O Come, O Come Emmanuel","Verse 1 O come, O come, Emmanuel and ransom captive Israel That mourns in lonely exile here until the Son of God appear Chorus Rejoice rejoice Emmanuel shall come to thee O Israel Verse 2 O come Thou Dayspring come and cheer Our spirits by Thine advent here Disperse the gloomy clouds of night And death’s dark shadows put to flight Repeat Chorus O come Desire of nations bind In one the hearts of all mankind Bid Thou our sad divisions cease And be Thyself our King of Peace Repeat Chorus Bridge Rejoice rejoice Emmanuel has come Rejoice rejoice Emmanuel has come Rejoice rejoice Emmanuel has come He has come He has come Repeat Verse 1 Repeat Chorus Ending He's coming toward us now He's coming toward us He's coming toward us now He always will","['Adoration & Praise', 'Faith & Trust', 'Peace & Hope', 'Christmas']",['Matt 1.23'],https://www.worshiptogether.com/songs/o-come-o-come-emmanuel-david-crowder-band/
Ready Or Not,"Intro Verse 1 Come now as you are, or as you want to be Are you ready? Are you ready? Come now, tired, broken, scared or just in n eed Ready or not, it’s alright, take your time If nothing else j ust come Interlude Tag Are you ready? Are you ready? VERSE 2 Come now, bring your hopes, your dr eams, Your doubts, your sc ars Are you ready? Are you ready? Come now, bring your hurts Your f ears, Your f aith, Your h eart Are you ready? Are you ready or not? Chorus 1 There’s no place like His pr esence There’s no time like the n ow Every one two or three of us Count Him in here and n ow He welcomes the br oken He’s alright with your past He’s not mad at any one of us But He waits with open a rms S ays ""come"" REPEAT TAG VERSE 3 Come now, leave your inhi bitions at the d oor Are you ready? Are you ready? Come now, lay your burdens down He’s got them all Are you ready? Are you ready or not? Chorus 2 He’s still faithful to de liver Mighty as ever to save He’s still good on His pr omises And His love still never f ails He’s not moved by perf ection Or how well we look the part But He’s wild about the hidden stuff Like He’s wild about the h eart Verse 4 Come now for all we’ve seen We a in’t seen n othing y et Are you ready ? Are you ready? Come now, bring Him praise For what He m ight do n ext Are you ready? Are you ready or not? Chorus 3 He’s already bought our f reedom He’s already paid our debt He’s already done the m iracle He’s already conq uered death He’s our light and sal vation He’s our rock solid hope He’s already done en ough for us He’s already doing more Chorus 4 He’s already seen the ending He’s already seen us through He’s already breaking out in us He’s already on the m ove He’s already won our battles He’s already paved the way He’s already gone ah ead of us And He is ready when we are VERSE 5 Come now for all we’ve seen We a in’t seen n othing y et Are you ready? Are you ready? Come now, bring Him praise For what He’s gon na do n ext Are you ready? Are you ready or not? Come","['Call to Worship', 'Church & Unity', 'Gods Attributes']","['Rev 22.17', 'John 6.37', 'Isa 1.18']",https://www.worshiptogether.com/songs/ready-or-not-united/
Starts And Ends,"Intro Verse 1 My soul thirsts for th ings I can’t exp lain In my bones a beckoning to p ray If my heart is a battleground My de fences run b oth ways The f lesh is a beggar and thief But th ere is a Spirit-man awakenin g me Turn Verse 2 When real life and peace won’t make a mends When all these starts, start feeling like the se ends Like the world is un ravelling And I’m bound to come undone The re is a Shepherd a Priest Th ere is a Comforter who comforts me Interlude REFRAIN 1 And my s oul finds rest Where it m akes no sense There the blood s ets m e free REFRAIN 2 All my old regrets All my br okenness All my failures re deemed REFRAIN 3 And it feels like grace Where I stacked my shame There the cross s tands for me REFRAIN 4 All the things I’ve done All the times I’ve run All my dead e nds re deemed REFRAIN 5 And it looks like hope Where my heart was broke And His heart b roke for me Bridge 1 Lay your burden d own upon, down upon Him Lay your burden do wn Lay your burden d own upon, down upon Him Lay your burden do wn REPEAT BRIDGE 1 Bridge 2 Lay your burden d own upon, do wn upon Him Lay your burden do wn Lay your burden d own upon, do wn upon Him Lay your burden do wn REPEAT BRIDGE 2 Pre-Chorus Jesus my rest in peace My recon ciler You’re my ev ery go od thing REFRAIN 6 I sur render all All I’m l iving for You’re my every go od thing REFRAIN 7 You’re my amnesty You’re my split wide sea You’re my every go od thing REFRAIN 8 All my d ays and nights You’re my d eath to life You’re the wonder I breathe REFRAIN 9 You’re my c an’t explain First and la st refrain You’re my every go od thing Outro","['Faith & Trust', 'Peace & Hope', 'Suffering & Trials']","['2 Cor 1.3-4', 'Ps 94.19', '1 Pet 5.7']",https://www.worshiptogether.com/songs/starts-and-ends-united/
Live Again,"Intro Verse 1 God of the impossi ble You know my n ame You know my st ory No m ountain could ever stop The plans Y ou made Your heart is f or me Pre-Chorus I bel ieve in Your name mirac les will h appen I bel ieve in Your name mirac les will h appen Chorus The blind wi ll see The sick wi ll stand Sing halle lujah With confidence Let healing c ome Let mercy in Sing halle lujah And live again Interlude Verse 2 When the lies come from ev ery side To say you’re done To say it’s over I’ll re member the thou sand times Your love has won This is far f rom over REPEAT PRE-CHORUS & CHORUS Turn Interlude Bridge 1 Jesus, Jesus Your love is breaking chains Right now, right now Jesus, Jesus Your overturning graves Right now, right now Bridge 2 Jesus, Jesus Your love is b reaking chains Right now, right now Jesus, Jesus Your over turning graves Right now, right now Chorus The blind wi ll see The sick wi ll stand Sing halle lujah With confidence Let healing c ome Let mercy in Sing halle lujah And live again Outro","['Gods Attributes', 'Grace & Mercy', 'Prayer & Renewal', 'Easter']","['Ps 146.8', 'Matt 15.30-31', 'Heb 4.16']",https://www.worshiptogether.com/songs/live-again-sean-curran/
One Thing,Verse 1 Single-minded whole-hearted One thing I ask Single-minded whole-hearted One thing I ask Chorus That I may gaze upon Your beauty oh Lord That I may seek Your holy face That I may know You in an intimate way And follow after You all of my days Follow after You all of my days Bridge All of life comes down To just one thing And that's to know You oh Jesus And make You known All of life comes down To just one thing And that's to know You oh Jesus And make You known,['Adoration & Praise'],['Ps 27.4'],https://www.worshiptogether.com/songs/one-thing-charlie-hall/
Once Again,"Verse 1 Jesus Christ, I think upon Your sacrifice You become nothing, poured out to death Many times I’ve wondered at Your gift of life I’m in that place once ag ain I’m in that place once again Chorus Once again I look upon The cross where You died I’m humbled by Your mercy And I’m broken inside Once again I thank You Once again I pour out my life Verse 2 Now You are exalted To the highest place King of the heavens Where one day I’ll bow But for now I marvel at this saving grace And I’m full of praise once again I’m full of praise once again (REPEAT CHORUS) Bridge Thank You for the cross Thank You for the cross Thank You for the cross, my Friend","['Resurrection & Sacrifice', 'Easter']","['Phil 2.8', 'Eph 5.2']",https://www.worshiptogether.com/songs/once-again-matt-redman/
One Day,Verse More than I could hope or dream of You have poured Your favour on me One day in the house of God is better Than a thousand days in the world Chorus So blessed I can't contain it So much I've got to give it away Your love has taught me to live now You are more than enough for me Bridge Lord You're more than enough for me Lord You're more than enough for me,['Adoration & Praise'],['Ps 84.10'],https://www.worshiptogether.com/songs/one-day-hillsong-worship/
You Will Always Be,Kingdoms rise and kingdoms fall But You go on and on Hard times come but You remain The fortress through the storm You will always be Never failing King Just and faithful always able You will always be Years will come and days will go But You will never fade Things on earth will let me down But You will never fail My eyes may look away from You But You will never leave Times I've turned and run from You Your love has stayed by me,"['Faith & Trust', 'Suffering & Trials']",['Isa 58.11'],https://www.worshiptogether.com/songs/you-will-always-be-kristian-stanfill/
Every Crown,Intro Verse 1 I have watched how You drove back the sea That swallowed up my every fear I have walked from the shore to the deep Through it all You were there Pre Chorus Mighty Redeemer strong to deliver You are the Great I Am Chorus We crown You with every crown for the way You saved us Crown You with every crown for the way You love us High King of Heaven we crown You the Lord of all Verse 2 I have watched how You led through the wild A cloud by day and fire by night Guiding me to Your promised land Every step by my side REPEAT CHORUS Bridge All hail redeemer hail For You have died for me Your praise will never never fail Through all eterni ty REPEAT BRIDGE REPEAT CHORUS X2,"['Adoration & Praise', 'Grace & Mercy']",['2 Cor 12.9'],https://www.worshiptogether.com/songs/every-crown-bethel-music/
Party,"We’re gonna party, I can feel it down inside. Party, I was dead, now I’m alive. Gonna outshout the heavens now, Gonna sing loud and drown the sea out, Gonna celebrate the life I found, I’m found, I’m found. I was blind but now I see, I was lost but He rescued me, He saved the day and He set me free, Set me free, now I’m free. Anybody feel like dancing? Anybody feel like singing along? Anybody feel like shouting? Anybody feelin’ a party going on?",['Adoration & Praise'],['Ps 145.7'],https://www.worshiptogether.com/songs/party-chris-tomlin/
